alien_name,alien_category,planet,galaxy,product,product_family,stage,created_date,close_date,closed,setup_charge,revenue_month
Sawayn Inc,Frogs,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Identification,19-Feb-14,1-Oct-14,No,,30000
Sawayn Inc,Frogs,Aoede,Centaurus A,Rustic Steel Car,Rhode Island people,Identification,19-Feb-14,1-Oct-14,No,,20000
Sawayn Inc,Frogs,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Identification,19-Feb-14,1-Oct-14,No,,15000
"Murray, Bailey and Ankunding",Vixens,Amalthea,Milky Way,Rustic Rubber Chair,California sorcerors,Identification,1-Apr-14,22-Dec-14,No,0,120000
Raynor Group,Bees,Aoede,Centaurus A,Practical Cotton Car,Missouri prophets,Qualification,11-Apr-14,30-Jun-14,No,,242.4
Frami-Upton,Frogs,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,48
Frami-Upton,Frogs,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,192
"Olson, Schuster and Watsica",Bees,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Identification,2-Apr-14,22-Mar-16,No,,0
Strosin-Renner,Ducks,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,27-Jun-14,No,0,7316.9
"Walter, Heathcote and Kuhlman",Ogres,Carpo,Andromeda,Sleek Plastic Pants,Rhode Island people,Proposal,4-Apr-14,1-Jul-14,No,,1643.7
"Walter, Heathcote and Kuhlman",Ogres,Carpo,Andromeda,Rustic Steel Computer,Rhode Island people,Proposal,4-Apr-14,1-Jul-14,No,,2019.8
"Walter, Heathcote and Kuhlman",Ogres,Carpo,Andromeda,Practical Cotton Table,Rhode Island people,Proposal,4-Apr-14,1-Jul-14,No,,30.6
Braun-Feeney,Ducks,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,30-Sep-14,No,8483.8,2423.9
"Lesch, Johns and Shields",Foxes,Amalthea,Milky Way,Ergonomic Granite Chair,Colorado foes,Proposal,11-Apr-14,30-Apr-14,No,11513.8,0
Willms LLC,Bears,Aitne,Centaurus A,Sleek Rubber Gloves,California sorcerors,Closed Won,22-Mar-14,22-Mar-14,Yes,,253
Bernhard-Kozey,Vixens,Amalthea,Milky Way,Incredible Granite Shoes,Alabama chickens,Qualification,12-Mar-14,27-Oct-14,No,5000,6000
Hahn LLC,Bees,Carpo,Andromeda,Rustic Steel Computer,Rhode Island people,Proposal,21-Feb-14,30-Apr-14,No,,0
Hahn LLC,Bees,Carpo,Andromeda,Practical Rubber Hat,Vermont oracles,Proposal,21-Feb-14,30-Apr-14,No,,0
Hahn LLC,Bees,Carpo,Andromeda,Rustic Rubber Chair,California sorcerors,Proposal,21-Feb-14,30-Apr-14,No,,0
"Swift, Mueller and Tremblay",Foxes,Aoede,Centaurus A,Practical Cotton Table,Rhode Island people,Closed Won,27-Mar-14,27-Mar-14,Yes,,600
O'Conner Group,Ogres,Amalthea,Milky Way,Gorgeous Concrete Car,Colorado dwarves,Qualification,11-Apr-14,26-Sep-14,No,,24239.5
Beer Group,Horses,Amalthea,Milky Way,Practical Granite Computer,Missouri prophets,Decision,11-Apr-14,30-May-14,No,,545.4
"Olson, Schuster and Watsica",Bees,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Identification,2-Apr-14,22-Mar-16,No,,0
Nicolas and Sons,Horses,Amalthea,Milky Way,Rustic Rubber Chair,California sorcerors,Qualification,20-Mar-14,29-Aug-14,No,,505.4
Botsford Group,Horses,Aitne,Centaurus A,Ergonomic Plastic Hat,Rhode Island people,Qualification,10-Mar-14,30-Jun-14,No,0,711.9
Weimann and Sons,Bees,Enceladus,Andromeda,Rustic Steel Computer,Rhode Island people,Qualification,28-Mar-14,30-Aug-15,No,,4500
Botsford Group,Horses,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Qualification,10-Mar-14,30-Jun-14,No,0,69.5
Botsford Group,Horses,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Qualification,10-Mar-14,30-Jun-14,Yes,,15
"Hamill, Parisian and Bauch",Dogs,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Proposal,10-Mar-14,30-Jul-14,No,0,25
"Hamill, Parisian and Bauch",Dogs,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Proposal,10-Mar-14,30-Jul-14,No,0,1825
"Hamill, Parisian and Bauch",Dogs,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Proposal,10-Mar-14,30-Jul-14,No,0,0
"Hamill, Parisian and Bauch",Dogs,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Proposal,10-Mar-14,30-Jul-14,No,0,0
"Pacocha, Johns and Crooks",Horses,Aoede,Centaurus A,Ergonomic Plastic Hat,Rhode Island people,Proposal,18-Feb-14,30-Jun-14,No,,0
Heaney-Crist,Foxes,Aoede,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,75
Heaney-Crist,Foxes,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,75
Schulist Inc,Dogs,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,20
"Blanda, Kulas and Mueller",Foxes,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,24-Feb-14,24-Feb-14,Yes,,30
"Swift, Mueller and Tremblay",Foxes,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,27-Mar-14,27-Mar-14,Yes,,1800
"Grant, Friesen and Wuckert",Ogres,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,22-Mar-14,22-Mar-14,Yes,,60
"Grant, Friesen and Wuckert",Ogres,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,22-Mar-14,22-Mar-14,Yes,,490
"Beatty, Stanton and Treutel",Vixens,Caliban,Messier 83,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,31-Jul-14,Yes,,212095.5
Jones Group,Foxes,Amalthea,Milky Way,Ergonomic Granite Chair,Colorado foes,Identification,11-Apr-14,13-Jun-14,No,60598.7,0
Hauck-Stamm,Vixens,Aoede,Centaurus A,Sleek Rubber Hat,Rhode Island people,Proposal,7-Mar-14,31-May-14,No,,9900
O'Reilly-Nienow,Foxes,Caliban,Messier 83,Practical Cotton Car,Missouri prophets,Closed Won,11-Apr-14,29-Apr-14,Yes,,24389.6
Gulgowski-Baumbach,Dogs,Adrastea,Omega,Ergonomic Plastic Hat,Rhode Island people,Closed Won,6-Feb-14,19-Feb-14,Yes,,2955.7
"Kovacek, Ferry and Rodriguez",Unknown,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Closed Won,16-Apr-14,16-Apr-14,Yes,0,50
"Pacocha, Johns and Crooks",Horses,Anthe,Andromeda,Ergonomic Plastic Hat,Rhode Island people,Proposal,18-Feb-14,30-Jun-14,No,,0
Beer-Dare,Vixens,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,11-Mar-14,12-Mar-14,Yes,,627
Beer-Dare,Vixens,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,11-Mar-14,12-Mar-14,Yes,,420
"Walter, Heathcote and Kuhlman",Ogres,Carpo,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Proposal,4-Apr-14,1-Jul-14,No,,884
Grimes LLC,Foxes,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,24-Feb-14,24-Feb-14,Yes,,334.8
"Turcotte, Herzog and Monahan",Horses,Aoede,Centaurus A,Ergonomic Plastic Hat,Rhode Island people,Closed Won,27-Mar-14,27-Mar-14,Yes,,80
"Turcotte, Herzog and Monahan",Horses,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,27-Mar-14,27-Mar-14,Yes,,140
Ankunding LLC,Bees,Aegaeon,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,28-Mar-14,17-Oct-13,Yes,,190
Ankunding LLC,Bees,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,28-Mar-14,17-Oct-13,Yes,,12597
Ankunding LLC,Bees,Aegaeon,Andromeda,Practical Cotton Table,Rhode Island people,Closed Won,28-Mar-14,17-Oct-13,Yes,,285
Weimann and Sons,Bees,Europa,Messier 83,Ergonomic Wooden Computer,Rhode Island people,Qualification,28-Mar-14,30-Aug-15,No,,1500
Weimann and Sons,Bees,Europa,Messier 83,Rustic Steel Computer,Rhode Island people,Qualification,28-Mar-14,30-Aug-15,No,,15000
Weimann and Sons,Bees,Enceladus,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Qualification,28-Mar-14,30-Aug-15,No,,750
Kovacek-Bradtke,Horses,Aegaeon,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,20-Feb-14,20-Feb-14,Yes,,12
Kovacek-Bradtke,Horses,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,20-Feb-14,20-Feb-14,Yes,,209
Mitchell-Cremin,Horses,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,21-Feb-14,21-Feb-14,Yes,,212
Ankunding LLC,Bees,Aegaeon,Andromeda,Ergonomic Plastic Pants,Alabama chickens,Proposal,19-Feb-14,14-Jul-14,No,500,3000
"Breitenberg, Kreiger and Schamberger",Dogs,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,3-Mar-14,3-Mar-14,Yes,,76
Grant-Lubowitz,Bees,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Closed Won,24-Mar-14,25-Mar-14,Yes,,2510
Metz-Pagac,Foxes,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,27-Mar-14,27-Mar-14,Yes,,1065
Metz-Pagac,Foxes,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,27-Mar-14,27-Mar-14,Yes,,2212
"Schulist, Will and Gutmann",Dogs,Albiorix,Andromeda,Sleek Rubber Gloves,California sorcerors,Identification,21-Mar-14,24-Mar-15,No,,24
"Blanda, Kulas and Mueller",Foxes,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,24-Feb-14,24-Feb-14,Yes,,175
"Schulist, Will and Gutmann",Dogs,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Identification,21-Mar-14,24-Mar-15,No,,40
"Schulist, Will and Gutmann",Dogs,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Identification,21-Mar-14,24-Mar-15,No,,15
"Schulist, Will and Gutmann",Dogs,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,21-Mar-14,24-Mar-15,No,,60
"Swift, Mueller and Tremblay",Foxes,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,27-Mar-14,27-Mar-14,Yes,,360
"Lesch, Johns and Shields",Foxes,Amalthea,Milky Way,Sleek Rubber Gloves,California sorcerors,Identification,11-Apr-14,31-Oct-14,No,,96957.9
Reichert-Gibson,Foxes,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Identification,22-Mar-14,31-Aug-15,No,,18
Reichert-Gibson,Foxes,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,22-Mar-14,31-Aug-15,No,,42
Strosin-Renner,Ducks,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,27-Jun-14,No,,7316.9
Raynor Group,Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Proposal,11-Apr-14,31-May-14,No,,13.3
Raynor Group,Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Qualification,11-Apr-14,30-Jun-14,No,,0
Jacobs-Hodkiewicz,Foxes,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Proposal,25-Feb-14,30-May-14,No,,19855
Jacobs-Hodkiewicz,Foxes,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Proposal,25-Feb-14,30-May-14,No,,54400
Hamill Inc,Bears,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,24-Feb-14,24-Feb-14,Yes,,205.4
Lang LLC,Zombies,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,19-Jan-14,25-Feb-14,Yes,,9.7
Ruecker-Friesen,Unknown,Carpo,Andromeda,Sleek Plastic Pants,Rhode Island people,Proposal,15-Apr-14,9-Jul-14,No,,5000
Ruecker-Friesen,Unknown,Carpo,Andromeda,Rustic Steel Computer,Rhode Island people,Proposal,15-Apr-14,9-Jul-14,No,,16000
Padberg Inc,Dogs,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,7-Apr-14,7-Apr-14,Yes,0,15350
O'Kon-Kihn,Horses,Aegir,Milky Way,Rustic Steel Computer,Rhode Island people,Qualification,8-Apr-14,1-Aug-14,No,,0
O'Kon-Kihn,Horses,Aegir,Milky Way,Sleek Plastic Pants,Rhode Island people,Qualification,8-Apr-14,1-Aug-14,No,,0
Weimann and Sons,Bees,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,8-Apr-14,31-Mar-14,Yes,0,31080
"Robel, Nicolas and Cassin",Dogs,Aitne,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Closed Won,25-Mar-14,25-Mar-14,Yes,,250
"Robel, Nicolas and Cassin",Dogs,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,25-Mar-14,25-Mar-14,Yes,,750
"Welch, Jerde and Osinski",Bears,Aitne,Centaurus A,Sleek Rubber Gloves,California sorcerors,Closed Won,28-Mar-14,28-Mar-14,Yes,,345
Borer-Yost,Dogs,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,300
Schinner LLC,Horses,Amalthea,Milky Way,Ergonomic Plastic Pants,Alabama chickens,Identification,20-Feb-14,25-Aug-14,No,900,800
Dibbert-Waters,Horses,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Proposal,8-Apr-14,20-Jun-14,No,,1000
Mitchell-Cremin,Horses,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,20-Mar-14,20-Mar-14,Yes,,44
Mitchell-Cremin,Horses,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,20-Mar-14,20-Mar-14,Yes,,44
Braun-Feeney,Ducks,Aoede,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Closed Won,3-Mar-14,4-Mar-14,Yes,,175
Braun-Feeney,Ducks,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,3-Mar-14,4-Mar-14,Yes,,280
"Haley, Morissette and Daugherty",Bees,Aoede,Centaurus A,Sleek Rubber Gloves,California sorcerors,Identification,7-Mar-14,16-Mar-15,No,1,34200
Kovacek-Bradtke,Horses,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,6-Mar-14,1-Sep-14,No,,7000
Weimann and Sons,Bees,Aegaeon,Andromeda,Practical Cotton Table,Rhode Island people,Proposal,9-Jan-14,31-Oct-14,No,0,0
"Green, Hayes and Bashirian",Dogs,Aegir,Milky Way,Rustic Steel Computer,Rhode Island people,Qualification,9-Apr-14,15-Oct-14,No,,0
"Schulist, Will and Gutmann",Dogs,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,21-Mar-14,24-Mar-15,No,,0
"Schulist, Will and Gutmann",Dogs,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Identification,21-Mar-14,24-Mar-15,No,,0
"Green, Hayes and Bashirian",Dogs,Aegir,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Qualification,9-Apr-14,15-Oct-14,No,,0
"Brekke, Prohaska and Champlin",Dogs,Adrastea,Omega,Sleek Rubber Gloves,California sorcerors,Identification,7-Apr-14,9-Mar-15,No,,3000
"Brekke, Prohaska and Champlin",Dogs,Adrastea,Omega,Rustic Steel Computer,Rhode Island people,Identification,7-Apr-14,9-Mar-15,No,,36000
Reichert-Gibson,Foxes,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Identification,22-Mar-14,31-Aug-15,No,,10
Jacobs-Hodkiewicz,Foxes,Aitne,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Proposal,25-Feb-14,30-May-14,No,,1072
Jacobs-Hodkiewicz,Foxes,Aitne,Centaurus A,Ergonomic Plastic Pants,Alabama chickens,Proposal,25-Feb-14,30-May-14,No,1000,5
Jacobs-Hodkiewicz,Foxes,Aitne,Centaurus A,Practical Cotton Table,Rhode Island people,Proposal,25-Feb-14,30-May-14,No,,15078
Bernhard-Kozey,Vixens,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,24-Feb-14,24-Feb-14,Yes,,22.4
Watsica Inc,Ogres,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,26-Mar-14,31-Mar-14,Yes,0,611
Watsica Inc,Ogres,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,26-Mar-14,31-Mar-14,Yes,0,357
Kozey Group,Ducks,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,27-Mar-14,27-Mar-14,Yes,,3700
"Brekke, Padberg and Morar",Unknown,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,13-Mar-14,13-Mar-14,Yes,,651.6
"Brekke, Padberg and Morar",Unknown,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,13-Mar-14,13-Mar-14,Yes,,2880
"Dooley, Hamill and Gleason",Vixens,Aoede,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Identification,7-Mar-14,2-Nov-15,No,,750
"Dooley, Hamill and Gleason",Vixens,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Identification,7-Mar-14,2-Nov-15,No,,27000
"Dooley, Hamill and Gleason",Vixens,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Identification,7-Mar-14,2-Nov-15,No,,6000
Watsica Inc,Ogres,Arche,Centaurus A,Sleek Plastic Pants,Rhode Island people,Proposal,26-Jan-14,30-May-14,Yes,,10
Watsica Inc,Ogres,Arche,Centaurus A,Sleek Plastic Pants,Rhode Island people,Proposal,26-Jan-14,30-May-14,No,,0
"D'Amore, Hagenes and Vandervort",Ogres,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Qualification,28-Feb-14,1-Sep-14,No,,0
"D'Amore, Hagenes and Vandervort",Ogres,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Qualification,28-Feb-14,1-Sep-14,No,,0
Marks LLC,Ducks,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,23-Feb-14,23-Feb-14,Yes,,7
Marks LLC,Ducks,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,23-Feb-14,23-Feb-14,Yes,,976
Marks LLC,Ducks,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,23-Feb-14,23-Feb-14,Yes,,90
Connelly Group,Horses,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Closed Won,20-Mar-14,20-Mar-14,Yes,4597,1139
Cronin-Kris,Ducks,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,11-Mar-14,11-Mar-14,Yes,,702
"Jacobi, Altenwerth and Block",Kangaroos,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,22-Apr-14,26-Apr-14,Yes,,9
"Jacobi, Altenwerth and Block",Kangaroos,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,22-Apr-14,26-Apr-14,Yes,,18
"Jacobi, Altenwerth and Block",Kangaroos,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,22-Apr-14,26-Apr-14,Yes,,40
Watsica Inc,Ogres,Callisto,Omega,Rustic Steel Computer,Rhode Island people,Qualification,7-Mar-14,31-Oct-14,No,,38700
Beatty-Ullrich,Dogs,Aitne,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Proposal,16-Apr-14,30-May-14,No,,800
Beatty-Ullrich,Dogs,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Proposal,16-Apr-14,30-May-14,No,,2400
Beatty-Ullrich,Dogs,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Proposal,16-Apr-14,30-May-14,No,,0
Beatty-Ullrich,Dogs,Aitne,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Proposal,16-Apr-14,30-May-14,No,,0
Bosco-Wisoky,Dogs,Aitne,Centaurus A,Rustic Rubber Chair,California sorcerors,Decision,28-Mar-14,30-May-14,No,3866,3604
Schumm LLC,Bears,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,10-Mar-14,10-Mar-14,Yes,0,50.5
Boyer LLC,Vixens,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,25-Feb-14,25-Feb-14,Yes,,151.3
Boyer LLC,Vixens,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,25-Feb-14,25-Feb-14,Yes,,167.7
Kessler-Stoltenberg,Horses,Aegir,Milky Way,Rustic Steel Computer,Rhode Island people,Identification,19-Feb-14,5-Dec-14,No,,0
Kessler-Stoltenberg,Horses,Aegir,Milky Way,Practical Cotton Table,Rhode Island people,Identification,19-Feb-14,5-Dec-14,No,,0
Kessler-Stoltenberg,Horses,Aegir,Milky Way,Sleek Plastic Pants,Rhode Island people,Identification,19-Feb-14,5-Dec-14,No,,0
Kessler-Stoltenberg,Horses,Aegir,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Identification,19-Feb-14,5-Dec-14,Yes,,0
"Balistreri, Keebler and Koelpin",Horses,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Identification,24-Mar-14,5-Jan-15,No,,0
"Balistreri, Keebler and Koelpin",Horses,Aoede,Centaurus A,Sleek Rubber Gloves,California sorcerors,Identification,24-Mar-14,5-Jan-15,No,,0
"Balistreri, Keebler and Koelpin",Horses,Aoede,Centaurus A,Intelligent Steel Pants,California sorcerors,Identification,24-Mar-14,5-Jan-15,No,,0
"Balistreri, Keebler and Koelpin",Horses,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Identification,24-Mar-14,5-Jan-15,No,,0
"Balistreri, Keebler and Koelpin",Horses,Aoede,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Identification,24-Mar-14,5-Jan-15,No,,0
Heathcote LLC,Ogres,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Proposal,12-Mar-14,23-May-14,No,,42
Heathcote LLC,Ogres,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Proposal,12-Mar-14,23-May-14,No,,0
Heathcote LLC,Ogres,Albiorix,Andromeda,Practical Cotton Table,Rhode Island people,Proposal,12-Mar-14,23-May-14,No,,0
"Brekke, Prohaska and Champlin",Dogs,Adrastea,Omega,Rustic Rubber Chair,California sorcerors,Identification,7-Apr-14,9-Mar-15,No,,3000
Heathcote LLC,Ogres,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Proposal,12-Mar-14,23-May-14,No,,0
"Mertz, Keeling and Tromp",Foxes,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Identification,14-Mar-14,31-Jul-14,No,,16
"Mertz, Keeling and Tromp",Foxes,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Identification,14-Mar-14,31-Jul-14,No,,10
"Mertz, Keeling and Tromp",Foxes,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,14-Mar-14,31-Jul-14,No,,20
"Mertz, Keeling and Tromp",Foxes,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,14-Mar-14,31-Jul-14,No,,0
"Mertz, Keeling and Tromp",Foxes,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Identification,14-Mar-14,31-Jul-14,No,,0
"Pfannerstill, Gutkowski and Batz",Foxes,Amalthea,Milky Way,Rustic Rubber Chair,California sorcerors,Identification,14-Mar-14,30-Aug-14,No,750000,0
Feeney-Marks,Dogs,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Proposal,28-Mar-14,30-Jul-14,No,20000,15000
"Schmitt, Will and Turcotte",Ogres,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,25
"Blanda, Bernier and Tremblay",Dogs,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Qualification,14-Apr-14,24-Sep-14,No,,0
"Blanda, Bernier and Tremblay",Dogs,Aoede,Centaurus A,Sleek Rubber Gloves,California sorcerors,Qualification,14-Apr-14,24-Sep-14,No,,0
"Blanda, Bernier and Tremblay",Dogs,Aoede,Centaurus A,Ergonomic Plastic Hat,Rhode Island people,Qualification,14-Apr-14,24-Sep-14,No,,0
Walsh-O'Hara,Unknown,Bestla,Messier 83,Rustic Concrete Table,California sorcerors,Qualification,19-Apr-14,8-Jul-14,No,1097.5,512.2
"Blanda, Bernier and Tremblay",Dogs,Callirrhoe,Milky Way,Ergonomic Plastic Hat,Rhode Island people,Qualification,14-Apr-14,24-Sep-14,No,,2500
"Blanda, Bernier and Tremblay",Dogs,Callirrhoe,Milky Way,Sleek Rubber Gloves,California sorcerors,Qualification,14-Apr-14,24-Sep-14,No,,1
"Blanda, Bernier and Tremblay",Dogs,Callirrhoe,Milky Way,Rustic Steel Computer,Rhode Island people,Qualification,14-Apr-14,24-Sep-14,No,,3870
"Schulist, Will and Gutmann",Dogs,Albiorix,Andromeda,Intelligent Steel Pants,California sorcerors,Proposal,24-Feb-14,9-Jun-14,No,,50
"Schulist, Will and Gutmann",Dogs,Albiorix,Andromeda,Sleek Rubber Gloves,California sorcerors,Proposal,24-Feb-14,9-Jun-14,No,,0
"Schulist, Will and Gutmann",Dogs,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Proposal,24-Feb-14,9-Jun-14,No,,0
"Schulist, Will and Gutmann",Dogs,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Proposal,24-Feb-14,9-Jun-14,No,,0
Beatty-Ullrich,Dogs,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Proposal,16-Apr-14,30-May-14,No,,0
Sawayn Inc,Frogs,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,735
Heller-Bernier,Foxes,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Proposal,9-Apr-14,20-May-14,No,2500,8000
Hermann-Wehner,Ogres,Bianca,Centaurus A,Sleek Plastic Pants,Rhode Island people,Proposal,9-Apr-14,2-Jun-14,No,,800
"Hansen, Bogan and D'Amore",Unknown,Albiorix,Andromeda,Sleek Rubber Gloves,California sorcerors,Identification,21-Mar-14,15-Jan-15,No,,10
"Hansen, Bogan and D'Amore",Unknown,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Identification,21-Mar-14,15-Jan-15,No,,30
"Hansen, Bogan and D'Amore",Unknown,Albiorix,Andromeda,Rustic Rubber Chair,California sorcerors,Identification,21-Mar-14,15-Jan-15,No,,15
